Review,Review_Bersih,Review_bersih_joined,Aspek_Kategori,ganti,Sentimen,Label_Aspek,Label_Sen,Review_Bersih_NEG
"Merapi, sebuah sumber kehidupan yang mengayomi/menghidupi yogyakarta dan jawa tengah dengan keelokan pemandangan alamnya serta energi dasyat yang tersimpan didalamnya akan senantiasa hidup berdampingan.",merapi sebuah sumber kehidupan yang mengayomi menghidupi yogyakarta jawa tengah dengan keelokan pemandangan alamnya serta energi dasyat yang tersimpan didalamnya akan senantiasa hidup berdampingan,merapi sebuah sumber kehidupan yang mengayomi menghidupi yogyakarta jawa tengah dengan keelokan pemandangan alamnya serta energi dasyat yang tersimpan didalamnya akan senantiasa hidup berdampingan,serbaneka,positif,positif,4,1,merapi sebuah sumber kehidupan yang mengayomi menghidupi yogyakarta jawa tengah dengan keelokan pemandangan alamnya serta energi dasyat yang tersimpan didalamnya akan senantiasa hidup berdampingan
Perjalanan jelajah wisata di kaki merapi memberikan kita kesempatan outdoor yang memicu adrenalin.,perjalanan jelajah wisata kaki merapi memberikan kita kesempatan luar yang memicu adrenalin,perjalanan jelajah wisata kaki merapi memberikan kita kesempatan luar yang memicu adrenalin,serbaneka,positif,netral,4,1,perjalanan jelajah wisata kaki merapi memberikan kita kesempatan luar yang memicu adrenalin
"Banyak paket desa wisata yang tersedia, yang bundling dengan kegiatan outbond.",banyak paket desa wisata yang tersedia yang bundling dengan kegiatan outbond,banyak paket desa wisata yang tersedia yang bundling dengan kegiatan outbond,fasilitas,positif,netral,1,1,banyak paket desa wisata yang tersedia yang bundling dengan kegiatan outbond
"Berkeliling di dalam area kebun salak, memberikan suasana yang segar dan rasa penasaran seolah-olah berada di rimba pohon salak yang tak berujung.",berkeliling dalam area kebun salak memberikan suasana yang segar rasa penasaran seolah olah berada rimba pohon salak yang tidak berujung,berkeliling dalam area kebun salak memberikan suasana yang segar rasa penasaran seolah olah berada rimba pohon salak yang tidak_berujung,suasana,positif,positif,3,1,berkeliling dalam area kebun salak memberikan suasana yang segar rasa penasaran seolah olah berada rimba pohon salak yang tidak NEG_berujung 
Seru dan sesuatu banget,seru sesuatu banget,seru sesuatu banget,serbaneka,positif,positif,4,1,seru sesuatu banget
"Sangat menarik mempelajari sejarah erupsi merapi tahun 2010. ada museum sisa hartaku, bahkan lava yang membeku, yang hingga kini masih menyimpan panas",sangat menarik mempelajari sejarah erupsi merapi tahun museum sisa hartaku bahkan lava yang membeku yang hingga kini masih menyimpan panas,sangat menarik mempelajari sejarah erupsi merapi tahun museum sisa hartaku bahkan lava yang membeku yang hingga kini masih menyimpan panas,serbaneka,positif,positif,4,1,sangat menarik mempelajari sejarah erupsi merapi tahun museum sisa hartaku bahkan lava yang membeku yang hingga kini masih menyimpan panas
Saya bersama rekan saya survey ke Gunung Merapi hingga ke Lava Tour.,saya bersama rekan saya survey gunung merapi hingga lava wisata,saya bersama rekan saya survey gunung merapi hingga lava wisata,serbaneka,positif,netral,4,1,saya bersama rekan saya survey gunung merapi hingga lava wisata
"Disana saya menyusun kerjasama dengan pihak pengelola penyewaan Jeep dan sekalian mencoba berwisata , namun kami menggunakan motor trail (segala medan) karena saya ingin merasakan tantangan menunggangi kuda besi di jalur merapi yang lumayan seru.",disana saya menyusun kerjasama dengan pihak pengelola penyewaan jeep sekalian mencoba berwisata namun kami menggunakan motor trail segala medan karena saya ingin merasakan tantangan menunggangi kuda besi jalur merapi yang lumayan seru,disana saya menyusun kerjasama dengan pihak pengelola penyewaan jeep sekalian mencoba berwisata namun kami menggunakan motor trail segala medan karena saya ingin merasakan tantangan menunggangi kuda besi jalur merapi yang lumayan seru,fasilitas,positif,positif,1,1,disana saya menyusun kerjasama dengan pihak pengelola penyewaan jeep sekalian mencoba berwisata namun kami menggunakan motor trail segala medan karena saya ingin merasakan tantangan menunggangi kuda besi jalur merapi yang lumayan seru
Pemandangannya bagus dan peninggalan-peninggalan saat musibah Merapi sangat menyentuh hati.,pemandangannya bagus peninggalan peninggalan saat musibah merapi sangat menyentuh hati,pemandangannya bagus peninggalan peninggalan saat musibah merapi sangat menyentuh hati,lokasi,positif,positif,2,1,pemandangannya bagus peninggalan peninggalan saat musibah merapi sangat menyentuh hati
Saya sangat senang berada disana dan berencana kesana lagi untuk menikmati suasana di Merapi,saya sangat senang berada disana berencana kesana lagi untuk menikmati suasana merapi,saya sangat senang berada disana berencana kesana lagi untuk menikmati suasana merapi,suasana,positif,positif,3,1,saya sangat senang berada disana berencana kesana lagi untuk menikmati suasana merapi
"Selain indah karena pemandangan alamnya, hal lain yang bisa dilihat di sekitar Gunung Merapi adalah melihat rumah-rumah masyarakat yang sudah dibangun kembali di tempat-tempat yang lebih aman akibat erupsi tahun 2010 lalu khususnya di daerah Kab. Sleman, Desa Pagerjurang.",selain indah karena pemandangan alamnya lain yang bisa dilihat sekitar gunung merapi adalah melihat rumah rumah masyarakat yang sudah dibangun kembali tempat tempat yang lebih aman akibat erupsi tahun lalu khususnya daerah sleman desa pagerjurang,selain indah karena pemandangan alamnya lain yang bisa dilihat sekitar gunung merapi adalah melihat rumah rumah masyarakat yang sudah dibangun kembali tempat tempat yang lebih aman akibat erupsi tahun lalu khususnya daerah sleman desa pagerjurang,lokasi,positif,positif,2,1,selain indah karena pemandangan alamnya lain yang bisa dilihat sekitar gunung merapi adalah melihat rumah rumah masyarakat yang sudah dibangun kembali tempat tempat yang lebih aman akibat erupsi tahun lalu khususnya daerah sleman desa pagerjurang
Daerah permukiman di sekitar gunung merapi menjadi lebih baik dengan tata ruang dan model rumah yang baik pula.,daerah permukiman sekitar gunung merapi menjadi lebih baik dengan tata ruang model rumah yang baik pula,daerah permukiman sekitar gunung merapi menjadi lebih baik dengan tata ruang model rumah yang baik pula,lokasi,positif,positif,2,1,daerah permukiman sekitar gunung merapi menjadi lebih baik dengan tata ruang model rumah yang baik pula
Pengalaman-pengalaman dari masyarakat juga menjadi hal yang baik untuk menjadi pembelajaran sesudah bencana.,pengalaman pengalaman dari masyarakat juga menjadi yang baik untuk menjadi pembelajaran sesudah bencana,pengalaman pengalaman dari masyarakat juga menjadi yang baik untuk menjadi pembelajaran sesudah bencana,serbaneka,positif,positif,4,1,pengalaman pengalaman dari masyarakat juga menjadi yang baik untuk menjadi pembelajaran sesudah bencana
Siapa tak kenal Merapi? Gunung berapi paling aktif di dunia ini selalu mempesona.,siapa tidak kenal merapi gunung berapi paling aktif dunia selalu mempesona,siapa tidak_kenal merapi gunung berapi paling aktif dunia selalu mempesona,serbaneka,positif,positif,4,1,siapa tidak NEG_kenal merapi gunung berapi paling aktif dunia selalu mempesona
Seolah menjadi magnet tersendiri bagi wisatawan asing maupun domestik.,seolah menjadi magnet tersendiri bagi wisatawan asing maupun domestik,seolah menjadi magnet tersendiri bagi wisatawan asing maupun domestik,serbaneka,positif,positif,4,1,seolah menjadi magnet tersendiri bagi wisatawan asing maupun domestik
Semenjak peristiwa letusan Merapi 2010 kemudian muncul wisata alternatif lava tour untuk menikmati berbagai keajaiban letusan Merapi.,semenjak peristiwa letusan merapi kemudian muncul wisata alternatif lava wisata untuk menikmati berbagai keajaiban letusan merapi,semenjak peristiwa letusan merapi kemudian muncul wisata alternatif lava wisata untuk menikmati berbagai keajaiban letusan merapi,lokasi,positif,positif,2,1,semenjak peristiwa letusan merapi kemudian muncul wisata alternatif lava wisata untuk menikmati berbagai keajaiban letusan merapi
Lava tour ini membutuhkan biaya yang masih bisa terjangkau kocek Anda karena biasanya yang ditawarkan adalah wisata paket.,lava wisata membutuhkan biaya yang masih bisa terjangkau kocek anda karena biasanya yang ditawarkan adalah wisata paket,lava wisata membutuhkan biaya yang masih bisa terjangkau kocek anda karena biasanya yang ditawarkan adalah wisata paket,serbaneka,positif,netral,4,1,lava wisata membutuhkan biaya yang masih bisa terjangkau kocek anda karena biasanya yang ditawarkan adalah wisata paket
Anda akan diajak menyusuri jejak lahar Merapi menggunakan jeep offroad maupun motor offroad,anda akan diajak menyusuri jejak lahar merapi menggunakan jeep offroad maupun motor offroad,anda akan diajak menyusuri jejak lahar merapi menggunakan jeep offroad maupun motor offroad,fasilitas,positif,netral,1,1,anda akan diajak menyusuri jejak lahar merapi menggunakan jeep offroad maupun motor offroad
sembari menikmati udara khas pegunungan.,sembari menikmati udara khas pegunungan,sembari menikmati udara khas pegunungan,suasana,positif,positif,3,1,sembari menikmati udara khas pegunungan
Selain itu Anda juga dapat menikmati jadah tempe sebagai kuliner khas lereng Merapi.,selain anda juga dapat menikmati jadah tempe sebagai kuliner khas lereng merapi,selain anda juga dapat menikmati jadah tempe sebagai kuliner khas lereng merapi,fasilitas,positif,netral,1,1,selain anda juga dapat menikmati jadah tempe sebagai kuliner khas lereng merapi
Merapi tempat yang indah dan seru buat dikunjungi terutama bagi mereka yang suka dengan wisata yang memiliki sedikit tantangan.,merapi tempat yang indah seru buat dikunjungi terutama bagi mereka yang suka dengan wisata yang memiliki sedikit tantangan,merapi tempat yang indah seru buat dikunjungi terutama bagi mereka yang suka dengan wisata yang memiliki sedikit tantangan,lokasi,positif,positif,2,1,merapi tempat yang indah seru buat dikunjungi terutama bagi mereka yang suka dengan wisata yang memiliki sedikit tantangan
Kami menjelajah setiap sudut wisata yang ditawarkan merapi dengan menyewa ojek setempat.,kami menjelajah setiap sudut wisata yang ditawarkan merapi dengan menyewa ojek setempat,kami menjelajah setiap sudut wisata yang ditawarkan merapi dengan menyewa ojek setempat,lokasi,positif,netral,2,1,kami menjelajah setiap sudut wisata yang ditawarkan merapi dengan menyewa ojek setempat
"lebih murah, dengan menggunakan ojek motor, hampir seluruh tempat wisata di merapi bisa dijangkau",lebih murah dengan menggunakan ojek motor hampir seluruh tempat wisata merapi bisa dijangkau,lebih murah dengan menggunakan ojek motor hampir seluruh tempat wisata merapi bisa dijangkau,fasilitas,positif,positif,1,1,lebih murah dengan menggunakan ojek motor hampir seluruh tempat wisata merapi bisa dijangkau
"Awalnya iseng saja menyebut yuu kita ke merapi, rombongan kami 5 cewe 1 cowo selagi di yogya maka usulan ini menjadikan perjalanan ini semakin seru.",awalnya iseng saja menyebut kita merapi rombongan kami cewek cowo selagi yogya maka usulan menjadikan perjalanan semakin seru,awalnya iseng saja menyebut kita merapi rombongan kami cewek cowo selagi yogya maka usulan menjadikan perjalanan semakin seru,serbaneka,positif,netral,4,1,awalnya iseng saja menyebut kita merapi rombongan kami cewek cowo selagi yogya maka usulan menjadikan perjalanan semakin seru
Dengan menggunakan 2 jeep perjalan di mulai tak lupa untuk memakai masker karena debunya yg halus sangat mengganggu pernapasan.,dengan menggunakan jeep perjalan mulai tidak lupa untuk memakai masker karena debunya yang halus sangat mengganggu pernapasan,dengan menggunakan jeep perjalan mulai tidak_lupa untuk memakai masker karena debunya yang halus sangat mengganggu pernapasan,serbaneka,positif,netral,4,1,dengan menggunakan jeep perjalan mulai tidak NEG_lupa untuk memakai masker karena debunya yang halus sangat mengganggu pernapasan
Ada beberapa paket juga dalam wisata ini kami hanya menggunakan yg short time karena waktu yg kami punya hanya sebentar.,beberapa paket juga dalam wisata kami hanya menggunakan yang short time karena waktu yang kami punya hanya sebentar,beberapa paket juga dalam wisata kami hanya menggunakan yang short time karena waktu yang kami punya hanya sebentar,fasilitas,positif,netral,1,1,beberapa paket juga dalam wisata kami hanya menggunakan yang short time karena waktu yang kami punya hanya sebentar
"Di mulai dengan rumah penduduk yg terkena dampak letusan merapi,.",mulai dengan rumah penduduk yang terkena dampak letusan merapi,mulai dengan rumah penduduk yang terkena dampak letusan merapi,lokasi,positif,netral,2,1,mulai dengan rumah penduduk yang terkena dampak letusan merapi
Ada beberapa rumah yang di jadikan tempat museum untuk mengingatkan kejadian letusan.,beberapa rumah yang jadikan tempat museum untuk mengingatkan kejadian letusan,beberapa rumah yang jadikan tempat museum untuk mengingatkan kejadian letusan,lokasi,positif,netral,2,1,beberapa rumah yang jadikan tempat museum untuk mengingatkan kejadian letusan
"Panorama di atas bangker sungguh memanjakan mata,.",panorama atas bangker sungguh memanjakan mata,panorama atas bangker sungguh memanjakan mata,lokasi,positif,positif,2,1,panorama atas bangker sungguh memanjakan mata
terlihat jelas megahnya gunung semeru.,terlihat jelas megahnya gunung semeru,terlihat jelas megahnya gunung semeru,lokasi,positif,positif,2,1,terlihat jelas megahnya gunung semeru
sangat indah jika anda datang ketempat ini pagi atau sore hari pemandangan yg indah ditemani oleh sinar matahari yang sangat bagus,sangat indah jika anda datang ketempat pagi atau sore hari pemandangan yang indah ditemani oleh sinar matahari yang sangat bagus,sangat indah jika anda datang ketempat pagi atau sore hari pemandangan yang indah ditemani oleh sinar matahari yang sangat bagus,suasana,positif,positif,3,1,sangat indah jika anda datang ketempat pagi atau sore hari pemandangan yang indah ditemani oleh sinar matahari yang sangat bagus
sangat sempurna jika anda membawa pasangan atau keluarga kecil anda ketempat ini,sangat sempurna jika anda membawa pasangan atau keluarga kecil anda ketempat,sangat sempurna jika anda membawa pasangan atau keluarga kecil anda ketempat,serbaneka,positif,positif,4,1,sangat sempurna jika anda membawa pasangan atau keluarga kecil anda ketempat
begitu banyak wisata outbond ditempat ini.,begitu banyak wisata outbond ditempat,begitu banyak wisata outbond ditempat,lokasi,positif,netral,2,1,begitu banyak wisata outbond ditempat
"Jika ingin sisi lain wisata di yogya, anda bisa lirik merapi volcano.",jika ingin sisi lain wisata yogya anda bisa lirik merapi volcano,jika ingin sisi lain wisata yogya anda bisa lirik merapi volcano,lokasi,positif,netral,2,1,jika ingin sisi lain wisata yogya anda bisa lirik merapi volcano
Ini menarik karena tergolong tempat wisata baru produk kreativitas.,menarik karena tergolong tempat wisata baru produk kreativitas,menarik karena tergolong tempat wisata baru produk kreativitas,serbaneka,positif,positif,4,1,menarik karena tergolong tempat wisata baru produk kreativitas
Tapi sebaliknya menciptakan peluang baru yakni tempat wisata alam sbg renungan sekaligus bersejarah.,tapi sebaliknya menciptakan peluang baru yakni tempat wisata alam sebagai renungan sekaligus bersejarah,tapi sebaliknya menciptakan peluang baru yakni tempat wisata alam sebagai renungan sekaligus bersejarah,serbaneka,positif,positif,4,1,tapi sebaliknya menciptakan peluang baru yakni tempat wisata alam sebagai renungan sekaligus bersejarah
Dgn menyewa mobil jeep/hardtop anda bisa berkeliing mengitari bekas2 reruntuhan merapi.,dengan menyewa mobil jeep hardtop anda bisa berkeliing mengitari bekas bekas reruntuhan merapi,dengan menyewa mobil jeep hardtop anda bisa berkeliing mengitari bekas bekas reruntuhan merapi,fasilitas,positif,netral,1,1,dengan menyewa mobil jeep hardtop anda bisa berkeliing mengitari bekas bekas reruntuhan merapi
"Dari sekian rumah yg roboh dan menyisakan puing, tentu saja yg paling terkenal adalah bekas2 peninggalan alm. Mbah Maridjan si penunggu Merapi.",dari sekian rumah yang roboh menyisakan puing tentu saja yang paling terkenal adalah bekas bekas peninggalan almarhum mbah maridjan penunggu merapi,dari sekian rumah yang roboh menyisakan puing tentu saja yang paling terkenal adalah bekas bekas peninggalan almarhum mbah maridjan penunggu merapi,serbaneka,positif,netral,4,1,dari sekian rumah yang roboh menyisakan puing tentu saja yang paling terkenal adalah bekas bekas peninggalan almarhum mbah maridjan penunggu merapi
Rasakan sensasi berpetualang alam nan cadas dg kendaraan garang.,rasakan sensasi berpetualang alam keren dengan kendaraan garang,rasakan sensasi berpetualang alam keren dengan kendaraan garang,lokasi,positif,netral,2,1,rasakan sensasi berpetualang alam keren dengan kendaraan garang
Siap2 perut anda dikocok2.,siap siap perut anda dikocok,siap siap perut anda dikocok,serbaneka,positif,netral,4,1,siap siap perut anda dikocok
"Kedahsyatan letusan Gunung Merapi, menciptakan lokasi wisata baru, terutama bagi pecinta alam.",kedahsyatan letusan gunung merapi menciptakan lokasi wisata baru terutama bagi pecinta alam,kedahsyatan letusan gunung merapi menciptakan lokasi wisata baru terutama bagi pecinta alam,lokasi,positif,netral,2,1,kedahsyatan letusan gunung merapi menciptakan lokasi wisata baru terutama bagi pecinta alam
"Datang ke sini, kita bisa menyaksikan luapan lahar yang menerjang perkampungan dan sungai.",datang sini kita bisa menyaksikan luapan lahar yang menerjang perkampungan sungai,datang sini kita bisa menyaksikan luapan lahar yang menerjang perkampungan sungai,lokasi,positif,netral,2,1,datang sini kita bisa menyaksikan luapan lahar yang menerjang perkampungan sungai
"Lokasi mudah dijangkau, baik dengan mobil maupun sepeda motor.",lokasi mudah dijangkau baik dengan mobil maupun sepeda motor,lokasi mudah dijangkau baik dengan mobil maupun sepeda motor,lokasi,positif,positif,2,1,lokasi mudah dijangkau baik dengan mobil maupun sepeda motor
Seru dan asyik.,seru asyik,seru asyik,serbaneka,positif,positif,4,1,seru asyik
Jalan kaliurang Sleman Yogyakarta.,jalan kaliurang sleman yogyakarta,jalan kaliurang sleman yogyakarta,lokasi,positif,netral,2,1,jalan kaliurang sleman yogyakarta
"yap, jalan itulah yang mengarahkan kita kepada satu tujuan.",jalan itulah yang mengarahkan kita kepada satu tujuan,jalan itulah yang mengarahkan kita kepada satu tujuan,serbaneka,positif,netral,4,1,jalan itulah yang mengarahkan kita kepada satu tujuan
ialah keindahan lereng gunung merapi.,ialah keindahan lereng gunung merapi,ialah keindahan lereng gunung merapi,suasana,positif,positif,3,1,ialah keindahan lereng gunung merapi
"suasana yang dingin dan menyejukkan,pemandangan yang sangat indah tak kala terlihat saat mulut merapi memancarkan sedikit bongkahan pijaran lahar,terutama dimalam hari.",suasana yang dingin menyejukkan pemandangan yang sangat indah tidak kala terlihat saat mulut merapi memancarkan sedikit bongkahan pijaran lahar terutama dimalam hari,suasana yang dingin menyejukkan pemandangan yang sangat indah tidak_kala terlihat saat mulut merapi memancarkan sedikit bongkahan pijaran lahar terutama dimalam hari,suasana,positif,positif,3,1,suasana yang dingin menyejukkan pemandangan yang sangat indah tidak NEG_kala terlihat saat mulut merapi memancarkan sedikit bongkahan pijaran lahar terutama dimalam hari
"jika kita bermalam disekitar jl. kaliurang KM 10,Disekitar lereng merapi akan sangat terlihat suasana yang mengasyikkan.",jika kita bermalam disekitar jalan kaliurang kamu disekitar lereng merapi akan sangat terlihat suasana yang mengasyikkan,jika kita bermalam disekitar jalan kaliurang kamu disekitar lereng merapi akan sangat terlihat suasana yang mengasyikkan,suasana,positif,positif,3,1,jika kita bermalam disekitar jalan kaliurang kamu disekitar lereng merapi akan sangat terlihat suasana yang mengasyikkan
"Pada dasarnya saya bukan tipe orang yang suka berkemah, malas naik gunung, malas kotor2an.",pada dasarnya saya bukan tipe orang yang suka berkemah malas naik gunung malas kotoran,pada dasarnya saya bukan tipe orang yang suka berkemah malas naik gunung malas kotoran,serbaneka,positif,netral,4,1,pada dasarnya saya bukan NEG_tipe orang yang suka berkemah malas naik gunung malas kotoran
"Untungnya kesini ternyata enak dan nyaman kok, karena ada sopir jeep yg nyetirin hingga atas.",untungnya kesini ternyata enak nyaman karena sopir jeep yang nyetirin hingga atas,untungnya kesini ternyata enak nyaman karena sopir jeep yang nyetirin hingga atas,fasilitas,positif,positif,1,1,untungnya kesini ternyata enak nyaman karena sopir jeep yang nyetirin hingga atas
Bayar 300 ribu kalau nggak salah ingat.,bayar ribu kalau tidak salah ingat,bayar ribu kalau tidak_salah ingat,fasilitas,positif,netral,1,1,bayar ribu kalau tidak NEG_salah 
"Nanti dia puter2in kita ke sejarah Merapi pas meletus dulu, monumen Merapi, tempat mbah Marijan, lalu turun lagi.",nanti puterin kita sejarah merapi meletus dahulu monumen merapi tempat mbah marijan lalu turun lagi,nanti puterin kita sejarah merapi meletus dahulu monumen merapi tempat mbah marijan lalu turun lagi,lokasi,positif,netral,2,1,nanti puterin kita sejarah merapi meletus dahulu monumen merapi tempat mbah marijan lalu turun lagi
Juga lewat sungai sampai kecipratan air.,juga lewat sungai sampai kecipratan,juga lewat sungai sampai kecipratan,serbaneka,positif,netral,4,1,juga lewat sungai sampai kecipratan
"Menurut saya patut dicoba, mengingat kapan lagi naik ke Merapi nggak pake capek?",menurut saya patut dicoba mengingat kapan lagi naik merapi tidak pakai capek,menurut saya patut dicoba mengingat kapan lagi naik merapi tidak_pakai capek,serbaneka,positif,positif,4,1,menurut saya patut dicoba mengingat kapan lagi naik merapi tidak NEG_pakai 
"Tempatnya Indah, apalagi ketika habis adanya lava kemarin .",tempatnya indah apalagi ketika habis adanya lava kemarin,tempatnya indah apalagi ketika habis adanya lava kemarin,lokasi,positif,positif,2,1,tempatnya indah apalagi ketika habis adanya lava kemarin
"bro, sekarang kalau mau kesana bisa dari Kali Urang naik Keep dengan bayar Rp. 400000",sekarang kalau kesana bisa dari kali saya naik keep dengan bayar rupiah,sekarang kalau kesana bisa dari kali saya naik keep dengan bayar rupiah,fasilitas,positif,netral,1,1,sekarang kalau kesana bisa dari kali saya naik keep dengan bayar rupiah
Tak kenal lelah ketika melangkah menuju keindahan alam yang disediakan sang pencipta.,tidak kenal lelah ketika melangkah menuju keindahan alam yang disediakan sang pencipta,tidak_kenal lelah ketika melangkah menuju keindahan alam yang disediakan sang pencipta,serbaneka,positif,positif,4,1,tidak NEG_kenal lelah ketika melangkah menuju keindahan alam yang disediakan sang pencipta
Semua orang yang melangkah dipunggung merapi selalu menyapa pendaki lain yang dilewatinya.,semua orang yang melangkah dipunggung merapi selalu menyapa pendaki lain yang dilewatinya,semua orang yang melangkah dipunggung merapi selalu menyapa pendaki lain yang dilewatinya,serbaneka,positif,netral,4,1,semua orang yang melangkah dipunggung merapi selalu menyapa pendaki lain yang dilewatinya
Sangat disayangkan ketika telah mencapai puncak namun tidak mengabadikan petualangan tersebut.,sangat disayangkan ketika telah mencapai puncak namun tidak mengabadikan petualangan tersebut,sangat disayangkan ketika telah mencapai puncak namun tidak_mengabadikan petualangan tersebut,serbaneka,positif,netral,4,1,sangat disayangkan ketika telah mencapai puncak namun tidak NEG_mengabadikan NEG_petualangan 
di kanan dan kiri terdapat hamparan abu yang masih tebal dengan aktivitas penduduk seperti biasa,kanan kiri terdapat hamparan yang masih tebal dengan aktivitas penduduk seperti biasa,kanan kiri terdapat hamparan yang masih tebal dengan aktivitas penduduk seperti biasa,lokasi,positif,netral,2,1,kanan kiri terdapat hamparan yang masih tebal dengan aktivitas penduduk seperti biasa
mencoba mengendarai bike trail di gunung merapi dan menyusuri jejak-jejak gunung merapi meletus beberapa tahun silam sungguh pengalaman yang luar biasa,mencoba mengendarai bike trail gunung merapi menyusuri jejak jejak gunung merapi meletus beberapa tahun silam sungguh pengalaman yang luar biasa,mencoba mengendarai bike trail gunung merapi menyusuri jejak jejak gunung merapi meletus beberapa tahun silam sungguh pengalaman yang luar biasa,lokasi,positif,positif,2,1,mencoba mengendarai bike trail gunung merapi menyusuri jejak jejak gunung merapi meletus beberapa tahun silam sungguh pengalaman yang luar biasa
Jika anda memiliki sedikit jiwa petualang wajib berkunjung ke merapi sambil menaiki mobil jip.,jika anda memiliki sedikit jiwa petualang wajib berkunjung merapi sambil menaiki mobil,jika anda memiliki sedikit jiwa petualang wajib berkunjung merapi sambil menaiki mobil,serbaneka,positif,netral,4,1,jika anda memiliki sedikit jiwa petualang wajib berkunjung merapi sambil menaiki mobil
"Disana kita akan dibawa berkeliling merapi kurang lebih 2 jam ke 3 lokasi yang akan dikunjungi, bunker, batu alien dan museum merapi.",disana kita akan dibawa berkeliling merapi kurang_lebih lokasi yang akan dikunjungi bungker batu alien museum merapi,disana kita akan dibawa berkeliling merapi kurang_lebih lokasi yang akan dikunjungi bungker batu alien museum merapi,lokasi,positif,netral,2,1,disana kita akan dibawa berkeliling merapi kurang_lebih lokasi yang akan dikunjungi bungker batu alien museum merapi
Pengemudi jip juga cukup ramah dan sangat informatif.,pengemudi jeep juga cukup ramah sangat informatif,pengemudi jeep juga cukup ramah sangat informatif,fasilitas,positif,positif,1,1,pengemudi jeep juga cukup ramah sangat informatif
Jangan ragu untuk minta tolong difotokan oleh pengemudi karena mereka akan sangat senang untuk membantu.,jangan ragu untuk minta tolong difotokan oleh pengemudi karena mereka akan sangat senang untuk membantu,jangan ragu untuk minta tolong difotokan oleh pengemudi karena mereka akan sangat senang untuk membantu,fasilitas,positif,positif,1,1,jangan NEG_ragu untuk minta tolong difotokan oleh pengemudi karena mereka akan sangat senang untuk membantu
Saya bersama teman2 uncen melakukan outbond di kaki gunung merapi ini.,saya bersama teman teman uncen melakukan outbond kaki gunung merapi,saya bersama teman teman uncen melakukan outbond kaki gunung merapi,fasilitas,positif,netral,1,1,saya bersama teman teman uncen melakukan outbond kaki gunung merapi
Hal yg terjadi melebihi ekspektasi.,yang terjadi melebihi ekspektasi,yang terjadi melebihi ekspektasi,serbaneka,positif,positif,4,1,yang terjadi melebihi ekspektasi
Wisata ini adalah wisata offroad so pasti kita akan melewati jalan yg penuh debu.,wisata adalah wisata offroad pasti kita akan melewati jalan yang penuh debu,wisata adalah wisata offroad pasti kita akan melewati jalan yang penuh debu,lokasi,positif,netral,2,1,wisata adalah wisata offroad pasti kita akan melewati jalan yang penuh debu
yah begitulah umumnya jalan-jalan offroad.,begitulah umumnya jalan jalan offroad,begitulah umumnya jalan jalan offroad,lokasi,positif,netral,2,1,begitulah umumnya jalan jalan offroad
"Dengan disopir oleh komunitas offroad merapi yg berpengalaman, perjalanan yg mendebarkan itu menjadi menyenangkan dan mengagumkan krn alam di sekitar gunung merapi ini sangatlah mempesona ditambah sejumlah kisah dan saksi bisu mengenang tragedi merapi 2010.",dengan disopir oleh komunitas offroad merapi yang berpengalaman perjalanan yang mendebarkan menjadi menyenangkan mengagumkan karena alam sekitar gunung merapi sangatlah mempesona ditambah sejumlah kisah saksi bisu mengenang tragedi merapi,dengan disopir oleh komunitas offroad merapi yang berpengalaman perjalanan yang mendebarkan menjadi menyenangkan mengagumkan karena alam sekitar gunung merapi sangatlah mempesona ditambah sejumlah kisah saksi bisu mengenang tragedi merapi,lokasi,positif,positif,2,1,dengan disopir oleh komunitas offroad merapi yang berpengalaman perjalanan yang mendebarkan menjadi menyenangkan mengagumkan karena alam sekitar gunung merapi sangatlah mempesona ditambah sejumlah kisah saksi bisu mengenang tragedi merapi
"Berhenti disebuah gubuk yang setengah fisiknya sdh dirusaki oleh lava panas merapi, kami menyaksikan puing2 dan benda2 saksi bisu tragedi merapi.",berhenti disebuah gubuk yang setengah fisiknya sudah dirusaki oleh lava panas merapi kami menyaksikan puing puing benda benda saksi bisu tragedi merapi,berhenti disebuah gubuk yang setengah fisiknya sudah dirusaki oleh lava panas merapi kami menyaksikan puing puing benda benda saksi bisu tragedi merapi,lokasi,positif,netral,2,1,berhenti disebuah gubuk yang setengah fisiknya sudah dirusaki oleh lava panas merapi kami menyaksikan puing puing benda benda saksi bisu tragedi merapi
Perjalanan dilanjutkan dengan melihat bunker merapi  berfoto dibawah lereng merapi yg kebetulan pada tanggal 17 agustus.,perjalanan dilanjutkan dengan melihat bungker merapi berfoto dibawah lereng merapi yang kebetulan pada tanggal agustus,perjalanan dilanjutkan dengan melihat bungker merapi berfoto dibawah lereng merapi yang kebetulan pada tanggal agustus,serbaneka,positif,netral,4,1,perjalanan dilanjutkan dengan melihat bungker merapi berfoto dibawah lereng merapi yang kebetulan pada tanggal agustus
"terdapat bendera Merah-putih, ini benar2 membuat kekaguman kami dan teman2.",terdapat bendera merah putih benar benar membuat kekaguman kami teman,terdapat bendera merah putih benar benar membuat kekaguman kami teman,serbaneka,positif,positif,4,1,terdapat bendera merah putih benar benar membuat kekaguman kami teman
