,Review,Sentimen,Aspek_Kategori,classified,Label_Aspek,Label_Sen,Review_Bersih,review_stemmed
764,"Banyak paket desa wisata yang tersedia, yang bundling dengan kegiatan outbond.",netral,fasilitas,fasilitas,1,0,banyak paket desa wisata yang tersedia yang bundling dengan kegiatan outbond,banyak paket desa wisata yang sedia yang bundling dengan giat outbond
765,"Berkeliling di dalam area kebun salak, memberikan suasana yang segar dan rasa penasaran seolah-olah berada di rimba pohon salak yang tak berujung.",positif,suasana,suasana,3,1,berkeliling dalam area kebun salak memberikan suasana yang segar rasa penasaran seolah olah berada rimba pohon salak yang tidak_berujung,keliling dalam area kebun salak beri suasana yang segar rasa penasaran olah olah ada rimba pohon salak yang tidak ujung
766,Seru dan sesuatu banget,positif,serbaneka,serbaneka,4,1,seru sesuatu banget,seru sesuatu banget
767,"Sangat menarik mempelajari sejarah erupsi merapi tahun 2010. ada museum sisa hartaku, bahkan lava yang membeku, yang hingga kini masih menyimpan panas",positif,serbaneka,serbaneka,4,1,sangat menarik mempelajari sejarah erupsi merapi tahun museum sisa hartaku bahkan lava yang membeku yang hingga kini masih menyimpan panas,sangat tarik ajar sejarah erupsi rapi tahun museum sisa harta bahkan lava yang beku yang hingga kini masih simpan panas
768,Saya bersama rekan saya survey ke Gunung Merapi hingga ke Lava Tour.,netral,serbaneka,serbaneka,4,0,saya bersama rekan saya survey gunung merapi hingga lava wisata,saya sama rekan saya survey gunung rapi hingga lava wisata
769,"Disana saya menyusun kerjasama dengan pihak pengelola penyewaan Jeep dan sekalian mencoba berwisata , namun kami menggunakan motor trail (segala medan) karena saya ingin merasakan tantangan menunggangi kuda besi di jalur merapi yang lumayan seru.",positif,fasilitas,fasilitas,1,1,disana saya menyusun kerjasama dengan pihak pengelola penyewaan jeep sekalian mencoba berwisata namun kami menggunakan motor trail segala medan karena saya ingin merasakan tantangan menunggangi kuda besi jalur merapi yang lumayan seru,sana saya susun kerjasama dengan pihak kelola sewa jeep sekali coba wisata namun kami guna motor trail segala medan karena saya ingin rasa tantang tunggang kuda besi jalur rapi yang lumayan seru
770,Pemandangannya bagus dan peninggalan-peninggalan saat musibah Merapi sangat menyentuh hati.,positif,lokasi,lokasi,2,1,pemandangannya bagus peninggalan peninggalan saat musibah merapi sangat menyentuh hati,pandang bagus tinggal tinggal saat musibah rapi sangat sentuh hati
771,Saya sangat senang berada disana dan berencana kesana lagi untuk menikmati suasana di Merapi,positif,suasana,suasana,3,1,saya sangat senang berada disana berencana kesana lagi untuk menikmati suasana merapi,saya sangat senang ada sana rencana kesana lagi untuk nikmat suasana rapi
772,"Selain indah karena pemandangan alamnya, hal lain yang bisa dilihat di sekitar Gunung Merapi adalah melihat rumah-rumah masyarakat yang sudah dibangun kembali di tempat-tempat yang lebih aman akibat erupsi tahun 2010 lalu khususnya di daerah Kab. Sleman, Desa Pagerjurang.",positif,lokasi,lokasi,2,1,selain indah karena pemandangan alamnya lain yang bisa dilihat sekitar gunung merapi adalah melihat rumah rumah masyarakat yang sudah dibangun kembali tempat tempat yang lebih aman akibat erupsi tahun lalu khususnya daerah sleman desa pagerjurang,selain indah karena pandang alam lain yang bisa lihat sekitar gunung rapi adalah lihat rumah rumah masyarakat yang sudah bangun kembali tempat tempat yang lebih aman akibat erupsi tahun lalu khusus daerah sleman desa pagerjurang
773,Daerah permukiman di sekitar gunung merapi menjadi lebih baik dengan tata ruang dan model rumah yang baik pula.,positif,lokasi,lokasi,2,1,daerah permukiman sekitar gunung merapi menjadi lebih baik dengan tata ruang model rumah yang baik pula,daerah mukim sekitar gunung rapi jadi lebih baik dengan tata ruang model rumah yang baik pula
774,Pengalaman-pengalaman dari masyarakat juga menjadi hal yang baik untuk menjadi pembelajaran sesudah bencana.,positif,serbaneka,serbaneka,4,1,pengalaman pengalaman dari masyarakat juga menjadi yang baik untuk menjadi pembelajaran sesudah bencana,alam alam dari masyarakat juga jadi yang baik untuk jadi ajar sudah bencana
775,Siapa tak kenal Merapi? Gunung berapi paling aktif di dunia ini selalu mempesona.,positif,serbaneka,serbaneka,4,1,siapa tidak_kenal merapi gunung berapi paling aktif dunia selalu mempesona,siapa tidak kenal rapi gunung rap paling aktif dunia selalu pesona
776,Seolah menjadi magnet tersendiri bagi wisatawan asing maupun domestik.,positif,serbaneka,serbaneka,4,1,seolah menjadi magnet tersendiri bagi wisatawan asing maupun domestik,olah jadi magnet sendiri bagi wisatawan asing maupun domestik
777,Semenjak peristiwa letusan Merapi 2010 kemudian muncul wisata alternatif lava tour untuk menikmati berbagai keajaiban letusan Merapi.,positif,lokasi,lokasi,2,1,semenjak peristiwa letusan merapi kemudian muncul wisata alternatif lava wisata untuk menikmati berbagai keajaiban letusan merapi,semenjak peristiwa letus rapi kemudian muncul wisata alternatif lava wisata untuk nikmat bagai ajaib letus rapi
778,Lava tour ini membutuhkan biaya yang masih bisa terjangkau kocek Anda karena biasanya yang ditawarkan adalah wisata paket.,netral,serbaneka,serbaneka,4,0,lava wisata membutuhkan biaya yang masih bisa terjangkau kocek anda karena biasanya yang ditawarkan adalah wisata paket,lava wisata butuh biaya yang masih bisa jangkau kocek anda karena biasa yang tawar adalah wisata paket
779,Anda akan diajak menyusuri jejak lahar Merapi menggunakan jeep offroad maupun motor offroad,netral,fasilitas,fasilitas,1,0,anda akan diajak menyusuri jejak lahar merapi menggunakan jeep offroad maupun motor offroad,anda akan ajak susur jejak lahar rapi guna jeep offroad maupun motor offroad
780,sembari menikmati udara khas pegunungan.,positif,suasana,suasana,3,1,sembari menikmati udara khas pegunungan,sembari nikmat udara khas gunung
781,Selain itu Anda juga dapat menikmati jadah tempe sebagai kuliner khas lereng Merapi.,netral,fasilitas,fasilitas,1,0,selain anda juga dapat menikmati jadah tempe sebagai kuliner khas lereng merapi,selain anda juga dapat nikmat jadah tempe bagai kuliner khas lereng rapi
782,Merapi tempat yang indah dan seru buat dikunjungi terutama bagi mereka yang suka dengan wisata yang memiliki sedikit tantangan.,positif,lokasi,lokasi,2,1,merapi tempat yang indah seru buat dikunjungi terutama bagi mereka yang suka dengan wisata yang memiliki sedikit tantangan,rapi tempat yang indah seru buat kunjung utama bagi mereka yang suka dengan wisata yang milik sedikit tantang
783,Kami menjelajah setiap sudut wisata yang ditawarkan merapi dengan menyewa ojek setempat.,netral,lokasi,lokasi,2,0,kami menjelajah setiap sudut wisata yang ditawarkan merapi dengan menyewa ojek setempat,kami jelajah tiap sudut wisata yang tawar rapi dengan sewa ojek tempat
784,"lebih murah, dengan menggunakan ojek motor, hampir seluruh tempat wisata di merapi bisa dijangkau",positif,fasilitas,fasilitas,1,1,lebih murah dengan menggunakan ojek motor hampir seluruh tempat wisata merapi bisa dijangkau,lebih murah dengan guna ojek motor hampir seluruh tempat wisata rapi bisa jangkau
785,"Awalnya iseng saja menyebut yuu kita ke merapi, rombongan kami 5 cewe 1 cowo selagi di yogya maka usulan ini menjadikan perjalanan ini semakin seru.",netral,serbaneka,serbaneka,4,0,awalnya iseng saja menyebut kita merapi rombongan kami cewek cowo selagi yogya maka usulan menjadikan perjalanan semakin seru,awal iseng saja sebut kita rapi rombong kami cewek cowo selagi yogya maka usul jadi jalan makin seru
786,Dengan menggunakan 2 jeep perjalan di mulai tak lupa untuk memakai masker karena debunya yg halus sangat mengganggu pernapasan.,netral,serbaneka,serbaneka,4,0,dengan menggunakan jeep perjalan mulai tidak_lupa untuk memakai masker karena debunya yang halus sangat mengganggu pernapasan,dengan guna jeep jalan mulai tidak lupa untuk pakai masker karena debu yang halus sangat ganggu napas
787,Ada beberapa paket juga dalam wisata ini kami hanya menggunakan yg short time karena waktu yg kami punya hanya sebentar.,netral,fasilitas,fasilitas,1,0,beberapa paket juga dalam wisata kami hanya menggunakan yang short time karena waktu yang kami punya hanya sebentar,beberapa paket juga dalam wisata kami hanya guna yang short time karena waktu yang kami punya hanya sebentar
788,"Di mulai dengan rumah penduduk yg terkena dampak letusan merapi,.",netral,lokasi,lokasi,2,0,mulai dengan rumah penduduk yang terkena dampak letusan merapi,mulai dengan rumah duduk yang kena dampak letus rapi
789,Ada beberapa rumah yang di jadikan tempat museum untuk mengingatkan kejadian letusan.,netral,lokasi,lokasi,2,0,beberapa rumah yang jadikan tempat museum untuk mengingatkan kejadian letusan,beberapa rumah yang jadi tempat museum untuk ingat jadi letus
790,"Panorama di atas bangker sungguh memanjakan mata,.",positif,lokasi,lokasi,2,1,panorama atas bangker sungguh memanjakan mata,panorama atas bangker sungguh manja mata
791,terlihat jelas megahnya gunung semeru.,positif,lokasi,lokasi,2,1,terlihat jelas megahnya gunung semeru,lihat jelas megah gunung meru
792,sangat indah jika anda datang ketempat ini pagi atau sore hari pemandangan yg indah ditemani oleh sinar matahari yang sangat bagus,positif,suasana,suasana,3,1,sangat indah jika anda datang ketempat pagi atau sore hari pemandangan yang indah ditemani oleh sinar matahari yang sangat bagus,sangat indah jika anda datang tempat pagi atau sore hari pandang yang indah tani oleh sinar matahari yang sangat bagus
793,sangat sempurna jika anda membawa pasangan atau keluarga kecil anda ketempat ini,positif,serbaneka,serbaneka,4,1,sangat sempurna jika anda membawa pasangan atau keluarga kecil anda ketempat,sangat sempurna jika anda bawa pasang atau keluarga kecil anda tempat
794,begitu banyak wisata outbond ditempat ini.,netral,lokasi,lokasi,2,0,begitu banyak wisata outbond ditempat,begitu banyak wisata outbond tempat
795,"Jika ingin sisi lain wisata di yogya, anda bisa lirik merapi volcano.",netral,lokasi,lokasi,2,0,jika ingin sisi lain wisata yogya anda bisa lirik merapi volcano,jika ingin sisi lain wisata yogya anda bisa lirik rapi volcano
796,Ini menarik karena tergolong tempat wisata baru produk kreativitas.,positif,serbaneka,serbaneka,4,1,menarik karena tergolong tempat wisata baru produk kreativitas,tarik karena golong tempat wisata baru produk kreativitas
797,Tapi sebaliknya menciptakan peluang baru yakni tempat wisata alam sbg renungan sekaligus bersejarah.,positif,serbaneka,serbaneka,4,1,tapi sebaliknya menciptakan peluang baru yakni tempat wisata alam sebagai renungan sekaligus bersejarah,tapi balik cipta peluang baru yakni tempat wisata alam bagai renung sekaligus sejarah
798,Dgn menyewa mobil jeep/hardtop anda bisa berkeliing mengitari bekas2 reruntuhan merapi.,netral,fasilitas,fasilitas,1,0,dengan menyewa mobil jeep hardtop anda bisa berkeliing mengitari bekas bekas reruntuhan merapi,dengan sewa mobil jeep hardtop anda bisa berkeliing kitar bekas bekas runtuh rapi
799,"Dari sekian rumah yg roboh dan menyisakan puing, tentu saja yg paling terkenal adalah bekas2 peninggalan alm. Mbah Maridjan si penunggu Merapi.",netral,serbaneka,serbaneka,4,0,dari sekian rumah yang roboh menyisakan puing tentu saja yang paling terkenal adalah bekas bekas peninggalan almarhum mbah maridjan penunggu merapi,dari sekian rumah yang roboh sisa puing tentu saja yang paling kenal adalah bekas bekas tinggal almarhum mbah maridjan tunggu rapi
800,Rasakan sensasi berpetualang alam nan cadas dg kendaraan garang.,netral,lokasi,lokasi,2,0,rasakan sensasi berpetualang alam keren dengan kendaraan garang,rasa sensasi tualang alam keren dengan kendara garang
801,Siap2 perut anda dikocok2.,netral,serbaneka,serbaneka,4,0,siap siap perut anda dikocok,siap siap perut anda kocok
802,"Kedahsyatan letusan Gunung Merapi, menciptakan lokasi wisata baru, terutama bagi pecinta alam.",netral,lokasi,lokasi,2,0,kedahsyatan letusan gunung merapi menciptakan lokasi wisata baru terutama bagi pecinta alam,dahsyat letus gunung rapi cipta lokasi wisata baru utama bagi cinta alam
803,"Datang ke sini, kita bisa menyaksikan luapan lahar yang menerjang perkampungan dan sungai.",netral,lokasi,lokasi,2,0,datang sini kita bisa menyaksikan luapan lahar yang menerjang perkampungan sungai,datang sini kita bisa saksi luap lahar yang terjang kampung sungai
804,"Lokasi mudah dijangkau, baik dengan mobil maupun sepeda motor.",positif,lokasi,lokasi,2,1,lokasi mudah dijangkau baik dengan mobil maupun sepeda motor,lokasi mudah jangkau baik dengan mobil maupun sepeda motor
805,Seru dan asyik.,positif,serbaneka,serbaneka,4,1,seru asyik,seru asyik
806,Jalan kaliurang Sleman Yogyakarta.,netral,lokasi,lokasi,2,0,jalan kaliurang sleman yogyakarta,jalan kaliurang sleman yogyakarta
807,"yap, jalan itulah yang mengarahkan kita kepada satu tujuan.",netral,serbaneka,serbaneka,4,0,jalan itulah yang mengarahkan kita kepada satu tujuan,jalan itu yang arah kita kepada satu tuju
808,ialah keindahan lereng gunung merapi.,positif,suasana,serbaneka,3,1,ialah keindahan lereng gunung merapi,ialah indah lereng gunung rapi
809,"suasana yang dingin dan menyejukkan,pemandangan yang sangat indah tak kala terlihat saat mulut merapi memancarkan sedikit bongkahan pijaran lahar,terutama dimalam hari.",positif,suasana,suasana,3,1,suasana yang dingin menyejukkan pemandangan yang sangat indah tidak_kala terlihat saat mulut merapi memancarkan sedikit bongkahan pijaran lahar terutama dimalam hari,suasana yang dingin sejuk pandang yang sangat indah tidak kala lihat saat mulut rapi pancar sedikit bongkah pijar lahar utama malam hari
810,"jika kita bermalam disekitar jl. kaliurang KM 10,Disekitar lereng merapi akan sangat terlihat suasana yang mengasyikkan.",positif,suasana,suasana,3,1,jika kita bermalam disekitar jalan kaliurang kamu disekitar lereng merapi akan sangat terlihat suasana yang mengasyikkan,jika kita malam sekitar jalan kaliurang kamu sekitar lereng rapi akan sangat lihat suasana yang asyik
811,"Pada dasarnya saya bukan tipe orang yang suka berkemah, malas naik gunung, malas kotor2an.",netral,serbaneka,serbaneka,4,0,pada dasarnya saya bukan tipe orang yang suka berkemah malas naik gunung malas kotoran,pada dasar saya bukan tipe orang yang suka kemah malas naik gunung malas kotor
812,"Untungnya kesini ternyata enak dan nyaman kok, karena ada sopir jeep yg nyetirin hingga atas.",positif,fasilitas,fasilitas,1,1,untungnya kesini ternyata enak nyaman karena sopir jeep yang nyetirin hingga atas,untung kesini nyata enak nyaman karena sopir jeep yang nyetirin hingga atas
813,Bayar 300 ribu kalau nggak salah ingat.,netral,fasilitas,fasilitas,1,0,bayar ribu kalau tidak_salah ingat,bayar ribu kalau tidak salah ingat
814,"Nanti dia puter2in kita ke sejarah Merapi pas meletus dulu, monumen Merapi, tempat mbah Marijan, lalu turun lagi.",netral,lokasi,lokasi,2,0,nanti puterin kita sejarah merapi meletus dahulu monumen merapi tempat mbah marijan lalu turun lagi,nanti puterin kita sejarah rapi letus dahulu monumen rapi tempat mbah marijan lalu turun lagi
815,Juga lewat sungai sampai kecipratan air.,netral,serbaneka,serbaneka,4,0,juga lewat sungai sampai kecipratan,juga lewat sungai sampai ciprat
816,"Menurut saya patut dicoba, mengingat kapan lagi naik ke Merapi nggak pake capek?",positif,serbaneka,serbaneka,4,1,menurut saya patut dicoba mengingat kapan lagi naik merapi tidak_pakai capek,turut saya patut coba ingat kapan lagi naik rapi tidak pakai capek
817,"Tempatnya Indah, apalagi ketika habis adanya lava kemarin .",positif,lokasi,lokasi,2,1,tempatnya indah apalagi ketika habis adanya lava kemarin,tempat indah apalagi ketika habis ada lava kemarin
818,"bro, sekarang kalau mau kesana bisa dari Kali Urang naik Keep dengan bayar Rp. 400000",netral,fasilitas,fasilitas,1,0,sekarang kalau kesana bisa dari kali saya naik keep dengan bayar rupiah,sekarang kalau kesana bisa dari kali saya naik keep dengan bayar rupiah
819,Tak kenal lelah ketika melangkah menuju keindahan alam yang disediakan sang pencipta.,positif,serbaneka,serbaneka,4,1,tidak_kenal lelah ketika melangkah menuju keindahan alam yang disediakan sang pencipta,tidak kenal lelah ketika lang tuju indah alam yang sedia sang cipta
820,Semua orang yang melangkah dipunggung merapi selalu menyapa pendaki lain yang dilewatinya.,netral,serbaneka,serbaneka,4,0,semua orang yang melangkah dipunggung merapi selalu menyapa pendaki lain yang dilewatinya,semua orang yang lang punggung rapi selalu sapa daki lain yang lewat
821,Sangat disayangkan ketika telah mencapai puncak namun tidak mengabadikan petualangan tersebut.,netral,serbaneka,serbaneka,4,0,sangat disayangkan ketika telah mencapai puncak namun tidak_mengabadikan petualangan tersebut,sangat sayang ketika telah capai puncak namun tidak abadi tualang sebut
822,di kanan dan kiri terdapat hamparan abu yang masih tebal dengan aktivitas penduduk seperti biasa,netral,lokasi,lokasi,2,0,kanan kiri terdapat hamparan yang masih tebal dengan aktivitas penduduk seperti biasa,kanan kiri dapat hampar yang masih tebal dengan aktivitas duduk seperti biasa
823,mencoba mengendarai bike trail di gunung merapi dan menyusuri jejak-jejak gunung merapi meletus beberapa tahun silam sungguh pengalaman yang luar biasa,positif,lokasi,lokasi,2,1,mencoba mengendarai bike trail gunung merapi menyusuri jejak jejak gunung merapi meletus beberapa tahun silam sungguh pengalaman yang luar biasa,coba kendara bike trail gunung rapi susur jejak jejak gunung rapi letus beberapa tahun silam sungguh alam yang luar biasa
824,Jika anda memiliki sedikit jiwa petualang wajib berkunjung ke merapi sambil menaiki mobil jip.,netral,serbaneka,serbaneka,4,0,jika anda memiliki sedikit jiwa petualang wajib berkunjung merapi sambil menaiki mobil,jika anda milik sedikit jiwa tualang wajib kunjung rapi sambil naik mobil
825,"Disana kita akan dibawa berkeliling merapi kurang lebih 2 jam ke 3 lokasi yang akan dikunjungi, bunker, batu alien dan museum merapi.",netral,lokasi,lokasi,2,0,disana kita akan dibawa berkeliling merapi kurang_lebih lokasi yang akan dikunjungi bungker batu alien museum merapi,sana kita akan bawa keliling rapi kurang lebih lokasi yang akan kunjung bungker batu alien museum rapi
826,Pengemudi jip juga cukup ramah dan sangat informatif.,positif,fasilitas,fasilitas,1,1,pengemudi jeep juga cukup ramah sangat informatif,kemudi jeep juga cukup ramah sangat informatif
827,Jangan ragu untuk minta tolong difotokan oleh pengemudi karena mereka akan sangat senang untuk membantu.,positif,fasilitas,fasilitas,1,1,jangan ragu untuk minta tolong difotokan oleh pengemudi karena mereka akan sangat senang untuk membantu,jangan ragu untuk minta tolong foto oleh kemudi karena mereka akan sangat senang untuk bantu
828,Saya bersama teman2 uncen melakukan outbond di kaki gunung merapi ini.,netral,fasilitas,fasilitas,1,0,saya bersama teman teman uncen melakukan outbond kaki gunung merapi,saya sama teman teman uncen laku outbond kaki gunung rapi
829,Hal yg terjadi melebihi ekspektasi.,positif,serbaneka,serbaneka,4,1,yang terjadi melebihi ekspektasi,yang jadi lebih ekspektasi
830,Wisata ini adalah wisata offroad so pasti kita akan melewati jalan yg penuh debu.,netral,lokasi,lokasi,2,0,wisata adalah wisata offroad pasti kita akan melewati jalan yang penuh debu,wisata adalah wisata offroad pasti kita akan lewat jalan yang penuh debu
831,yah begitulah umumnya jalan-jalan offroad.,netral,lokasi,lokasi,2,0,begitulah umumnya jalan jalan offroad,begitu umum jalan jalan offroad
832,"Dengan disopir oleh komunitas offroad merapi yg berpengalaman, perjalanan yg mendebarkan itu menjadi menyenangkan dan mengagumkan krn alam di sekitar gunung merapi ini sangatlah mempesona ditambah sejumlah kisah dan saksi bisu mengenang tragedi merapi 2010.",positif,lokasi,lokasi,2,1,dengan disopir oleh komunitas offroad merapi yang berpengalaman perjalanan yang mendebarkan menjadi menyenangkan mengagumkan karena alam sekitar gunung merapi sangatlah mempesona ditambah sejumlah kisah saksi bisu mengenang tragedi merapi,dengan sopir oleh komunitas offroad rapi yang alam jalan yang debar jadi senang kagum karena alam sekitar gunung rapi sangat pesona tambah jumlah kisah saksi bisu kenang tragedi rapi
833,"Berhenti disebuah gubuk yang setengah fisiknya sdh dirusaki oleh lava panas merapi, kami menyaksikan puing2 dan benda2 saksi bisu tragedi merapi.",netral,lokasi,lokasi,2,0,berhenti disebuah gubuk yang setengah fisiknya sudah dirusaki oleh lava panas merapi kami menyaksikan puing puing benda benda saksi bisu tragedi merapi,henti buah gubuk yang tengah fisik sudah rusak oleh lava panas rapi kami saksi puing puing benda benda saksi bisu tragedi rapi
834,Perjalanan dilanjutkan dengan melihat bunker merapi  berfoto dibawah lereng merapi yg kebetulan pada tanggal 17 agustus.,netral,serbaneka,serbaneka,4,0,perjalanan dilanjutkan dengan melihat bungker merapi berfoto dibawah lereng merapi yang kebetulan pada tanggal agustus,jalan lanjut dengan lihat bungker rapi foto bawah lereng rapi yang betul pada tanggal agustus
835,"terdapat bendera Merah-putih, ini benar2 membuat kekaguman kami dan teman2.",positif,serbaneka,serbaneka,4,1,terdapat bendera merah putih benar benar membuat kekaguman kami teman,dapat bendera merah putih benar benar buat kagum kami teman
836,"Sayang disayang pada saat bersamaan, tampak gunung merapi tidak terlihat jelas karena tertutup awan.",negatif,serbaneka,serbaneka,4,2,sayang disayang pada saat bersamaan tampak gunung merapi tidak_terlihat jelas karena tertutup awan,sayang sayang pada saat sama tampak gunung rapi tidak lihat jelas karena tutup awan
837,Terimakasih semua.,positif,serbaneka,serbaneka,4,1,terimakasih semua,terimakasih semua
838,Terimakasih merapi yg sedang ramah,positif,serbaneka,serbaneka,4,1,terimakasih merapi yang sedang ramah,terimakasih rapi yang sedang ramah
839,"Belum sampai ke lokasi gunung merapi, kita sudah disuguhi banyak pemandangan indah di kiri dan kanan.",positif,lokasi,lokasi,2,1,belum sampai lokasi gunung merapi kita sudah disuguhi banyak pemandangan indah kiri kanan,belum sampai lokasi gunung rapi kita sudah suguh banyak pandang indah kiri kanan
840,"Karena lokasinya agak terjal, sebaiknya selalu berhati-hati saat naik ke lokasi kaki gunung.",netral,lokasi,lokasi,2,0,karena lokasinya agak terjal sebaiknya selalu berhati hati saat naik lokasi kaki gunung,karena lokasi agak terjal baik selalu hati hati saat naik lokasi kaki gunung
841,"Saat saya mengunjungi tempat ini, keadaannya sudah cukup membaik, meskipun sisa-sisa lahar yang telah menyapu desa masih lekat dari ingatan.",netral,lokasi,lokasi,2,0,saat saya mengunjungi tempat keadaannya sudah cukup membaik meskipun sisa sisa lahar yang telah menyapu desa masih lekat dari ingatan,saat saya unjung tempat ada sudah cukup baik meski sisa sisa lahar yang telah sapu desa masih lekat dari ingat
842,kami hanya menaiki kereta odong-odong untuk menikmati pemandangan di sekitar kaki gunung merapi.,netral,fasilitas,fasilitas,1,0,kami hanya menaiki kereta odong odong untuk menikmati pemandangan sekitar kaki gunung merapi,kami hanya naik kereta odong odong untuk nikmat pandang sekitar kaki gunung rapi
843,banyak penjual bakso juga yang cukup enak disana.,positif,fasilitas,fasilitas,1,1,banyak penjual bakso juga yang cukup enak disana,banyak jual bakso juga yang cukup enak sana
844,"Bila anda penggemar alam, jangan lewatkan untuk melakukan kunjungan ke wisata vulkanik gunung merapi jogja,suasana alam yang sangat indah dan sejuk.",positif,suasana,suasana,3,1,bila anda penggemar alam jangan lewatkan untuk melakukan kunjungan wisata vulkanik gunung merapi jogja suasana alam yang sangat indah sejuk,bila anda gemar alam jangan lewat untuk laku kunjung wisata vulkanik gunung rapi jogja suasana alam yang sangat indah sejuk
845,dan akan terlihat sisa sisa letusan gunung teraktif di dunia ini.,netral,lokasi,lokasi,2,0,akan terlihat sisa sisa letusan gunung teraktif dunia,akan lihat sisa sisa letus gunung aktif dunia
846,ada pemandu yang akan mengantar perjalanan menuju puncak dengan menyewa jeap yang sudah disiapkan oleh pemandu dngan membayar Rp. 250000 untuk sekali tour.,netral,fasilitas,fasilitas,1,0,pemandu yang akan mengantar perjalanan menuju puncak dengan menyewa jeap yang sudah disiapkan oleh pemandu dngan membayar rupiah untuk sekali wisata,pandu yang akan antar jalan tuju puncak dengan sewa jeap yang sudah siap oleh pandu dngan bayar rupiah untuk sekali wisata
847,Nyaman.,netral,suasana,suasana,3,0,nyaman,nyaman
848,Sejuk.,positif,suasana,suasana,3,1,sejuk,sejuk
849,Tenang dan Damai di sini.,positif,suasana,suasana,3,1,tenang damai sini,tenang damai sini
850,"Awal nya kami bingung mau kemana , lalu kami coba searching di internet dan kami sampailah di hutan Pinus ini, sungguh alam yang keren , cocok untuk ber foto foto ria.",positif,lokasi,lokasi,2,1,awal kami bingung kemana lalu kami coba searching internet kami sampailah hutan pinus sungguh alam yang keren cocok untuk foto foto,awal kami bingung mana lalu kami coba searching internet kami sampai hutan pinus sungguh alam yang keren cocok untuk foto foto
851,sejuk udara nya,positif,suasana,suasana,3,1,sejuk udara,sejuk udara
852,Hutan pinus ini sangat bagus untuk melepas penat dari kota Jogja,positif,suasana,suasana,3,1,hutan pinus sangat bagus untuk melepas penat dari kota jogja,hutan pinus sangat bagus untuk lepas penat dari kota jogja
853, banyak digunakan sebagai spot berfoto dan piknik bersama keluarga,positif,lokasi,lokasi,2,1,banyak digunakan sebagai titik berfoto piknik bersama keluarga,banyak guna bagai titik foto piknik sama keluarga
854,Tempat yg bagus bt foto dan rilex.,positif,lokasi,lokasi,2,1,tempat yang bagus buat foto relaks,tempat yang bagus buat foto relaks
855,Adem dan unik.,positif,suasana,serbaneka,3,1,adem unik,adem unik
856,Byk spot bagus utk foto bersama teman atau pasangan.,positif,lokasi,lokasi,2,1,banyak titik bagus untuk foto bersama teman atau pasangan,banyak titik bagus untuk foto sama teman atau pasang
857,Lokasi yg diatas bukit dan punya view bagus jg cukup bagus dikelola.,positif,lokasi,lokasi,2,1,lokasi yang diatas bukit punya pemandangan bagus juga cukup bagus dikelola,lokasi yang atas bukit punya pandang bagus juga cukup bagus kelola
858,Jalanan menuju kesini penuh perjuangan liku-liku sebaiknya kalau kemari pagi jangan terlalu siang karna panas tapi sediakan topi saja kl kemari supaya tidak panas,netral,serbaneka,serbaneka,4,0,jalanan menuju kesini penuh perjuangan liku liku sebaiknya kalau kemari pagi jangan terlalu siang karena panas tapi sediakan topi saja kalau kemari supaya tidak_panas,jalan tuju kesini penuh juang liku liku baik kalau kemari pagi jangan terlalu siang karena panas tapi sedia topi saja kalau kemari supaya tidak panas
859,Tempat ini menawarkan banyak spot bagi pecinta instagram.,positif,lokasi,lokasi,2,1,tempat menawarkan banyak titik bagi pecinta instagram,tempat tawar banyak titik bagi cinta instagram
860,Tidak lupa selalu bawa hammock.,netral,serbaneka,serbaneka,4,0,tidak_lupa selalu bawa hammock,tidak lupa selalu bawa hammock
861,Tempat bersantai euyyyy,netral,lokasi,lokasi,2,0,tempat bersantai,tempat santa
862,"Gunungkidul saat ini terkenal banyak destinasi wisata baru, dari laut hingga tempat pemandangan yang bagus, salah satunya adalah Hutan pinus Pengger, satu jalur dengan sederetan hutan pinus yang lain seperti pintu langit, becici, mangunan, dan banyak lagi.",positif,serbaneka,serbaneka,4,1,gunungkidul saat terkenal banyak destinasi wisata baru dari laut hingga tempat pemandangan yang bagus salah satunya adalah hutan pinus pengger satu jalur dengan sederetan hutan pinus yang lain seperti pintu langit becici mangunan banyak lagi,gunungkidul saat kenal banyak destinasi wisata baru dari laut hingga tempat pandang yang bagus salah satu adalah hutan pinus pengger satu jalur dengan deret hutan pinus yang lain seperti pintu langit becici mangun banyak lagi
863,"Hutan Pinus Pengger ini hutan wisata yang letaknya lebih tinggi karena di atas bukit< ketika kita disini maka harus kuat berjalan menanjak dan jaga stamina, lumayan tinggi.",netral,lokasi,lokasi,2,0,hutan pinus pengger hutan wisata yang letaknya lebih tinggi karena atas bukit ketika kita disini maka harus kuat berjalan menanjak jaga stamina lumayan tinggi,hutan pinus pengger hutan wisata yang letak lebih tinggi karena atas bukit ketika kita sini maka harus kuat jalan tanjak jaga stamina lumayan tinggi
864,"sarana dan prasarana sangat memadai, bahkan salah satu rumah makananya ada yang menyediakan live musik.",positif,fasilitas,fasilitas,1,1,sarana prasarana sangat memadai bahkan salah satu rumah makananya yang menyediakan live musik,sarana prasarana sangat pada bahkan salah satu rumah makananya yang sedia live musik
865,tempat refreshing yang asik.,positif,suasana,suasana,3,1,tempat refreshing yang asyik,tempat refreshing yang asyik
866,Tempat nya keren.,positif,lokasi,lokasi,2,1,tempat keren,tempat keren
867,spot foto ok. .,positif,lokasi,lokasi,2,1,titik foto,titik foto
